"Un    2  CK-5_AOI_1 (TKCS): "	 40	 15	 25	 10
"    LINE"	"  Si AT%"	"  Ti AT%"	"  Al AT%"	"  Fe AT%"	"  Mg AT%"	"  Ca AT%"	"  Na AT%"	"  Cr AT%"	"  Mn AT%"	"  Ni AT%"	"   O AT%"	"  Si WT%"	"  Ti WT%"	"  Al WT%"	"  Fe WT%"	"  Mg WT%"	"  Ca WT%"	"  Na WT%"	"  Cr WT%"	"  Mn WT%"	"  Ni WT%"	"   O WT%"	"    SiO2"	"    TiO2"	"   Al2O3"	"     FeO"	"     MgO"	"     CaO"	"    Na2O"	"   Cr2O3"	"     MnO"	"     NiO"	"       O"	"   TOTAL"	"Si CDL99"	"Ti CDL99"	"Al CDL99"	"Fe CDL99"	"Mg CDL99"	"Ca CDL99"	"Na CDL99"	"Cr CDL99"	"Mn CDL99"	"Ni CDL99"	"Si %ERR "	"Ti %ERR "	"Al %ERR "	"Fe %ERR "	"Mg %ERR "	"Ca %ERR "	"Na %ERR "	"Cr %ERR "	"Mn %ERR "	"Ni %ERR "	"Si K-RAW"	"Ti K-RAW"	"Al K-RAW"	"Fe K-RAW"	"Mg K-RAW"	"Ca K-RAW"	"Na K-RAW"	"Cr K-RAW"	"Mn K-RAW"	"Ni K-RAW"	"Si ONCNT"	"Ti ONCNT"	"Al ONCNT"	"Fe ONCNT"	"Mg ONCNT"	"Ca ONCNT"	"Na ONCNT"	"Cr ONCNT"	"Mn ONCNT"	"Ni ONCNT"	"Si OFCNT"	"Ti OFCNT"	"Al OFCNT"	"Fe OFCNT"	"Mg OFCNT"	"Ca OFCNT"	"Na OFCNT"	"Cr OFCNT"	"Mn OFCNT"	"Ni OFCNT"	"Si NECNT"	"Ti NECNT"	"Al NECNT"	"Fe NECNT"	"Mg NECNT"	"Ca NECNT"	"Na NECNT"	"Cr NECNT"	"Mn NECNT"	"Ni NECNT"	"Si ONTIM"	"Ti ONTIM"	"Al ONTIM"	"Fe ONTIM"	"Mg ONTIM"	"Ca ONTIM"	"Na ONTIM"	"Cr ONTIM"	"Mn ONTIM"	"Ni ONTIM"	"Si HITIM"	"Ti HITIM"	"Al HITIM"	"Fe HITIM"	"Mg HITIM"	"Ca HITIM"	"Na HITIM"	"Cr HITIM"	"Mn HITIM"	"Ni HITIM"	"Si LOTIM"	"Ti LOTIM"	"Al LOTIM"	"Fe LOTIM"	"Mg LOTIM"	"Ca LOTIM"	"Na LOTIM"	"Cr LOTIM"	"Mn LOTIM"	"Ni LOTIM"	"Si DETIM"	"Ti DETIM"	"Al DETIM"	"Fe DETIM"	"Mg DETIM"	"Ca DETIM"	"Na DETIM"	"Cr DETIM"	"Mn DETIM"	"Ni DETIM"	" BEAMCUR"	"   X-POS"	"   Y-POS"	"   Z-POS"	" RELDIST"	"Si STDCT"	"Ti STDCT"	"Al STDCT"	"Fe STDCT"	"Mg STDCT"	"Ca STDCT"	"Na STDCT"	"Cr STDCT"	"Mn STDCT"	"Ni STDCT"
     238	 14.3142	 .000000	 .016391	 2.86981	 25.4724	 .024067	 .008960	 .000838	 .045856	 .088236	 57.1592	 19.3647	 .000000	 .021302	 7.71981	 29.8208	 .046463	 .009922	 .002100	 .121344	 .249523	 44.0514	 41.4281	 .000000	 .040250	 9.93151	 49.4519	 .065012	 .013374	 .003069	 .156684	 .317525	 .000008	 101.407	 .025012	 .044382	 .026281	 .038866	 .010141	 .007499	 .014839	 .010602	 .024745	 .036441	 .327104	 -102.45	 59.3386	 1.13006	 .228905	 8.63646	 72.8128	 238.641	 10.9736	 7.84451	 .910945	 -.00030	 .000829	 .130175	 .802456	 .003188	 .001074	 .000029	 .002047	 .002807	 4851.94	 2.85547	 46.7739	 412.613	 9465.44	 80.5052	 12.6529	 148.521	 46.5767	 93.1600	 85.5359	 3.39703	 43.2265	 9.30501	 23.2702	 51.0390	 11.1657	 146.923	 28.9989	 58.3446	 4766.40	 -.54156	 3.54739	 403.307	 9442.17	 29.4662	 1.48721	 1.59815	 17.5778	 34.8154	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3900	 79.4745	 44.2462	 11.1275	 2243.77	 5232.37	 1790.53	 4281.52	 3098.19	 11766.6	 9242.19	 1384.31	 55855.6	 8588.89	 12401.0
     239	 14.2891	 .000000	 .002480	 2.88273	 25.5161	 .025668	 .009008	 .000000	 .032860	 .099154	 57.1429	 19.3421	 .000000	 .003225	 7.75915	 29.8897	 .049582	 .009981	 .000000	 .087006	 .280565	 44.0649	 41.3797	 .000000	 .006093	 9.98213	 49.5660	 .069375	 .013455	 .000000	 .112346	 .357026	  .00000	 101.486	 .024651	 .044058	 .026907	 .039975	 .009863	 .007476	 .014741	 .010626	 .025953	 .035219	 .327187	 -1161.9	 394.480	 1.12841	 .228645	 8.13522	 71.9426	 -208.68	 15.3875	 6.89873	 .909618	 -.00003	 .000125	 .130861	 .804052	 .003402	 .001080	 -.00003	 .001468	 .003157	 4842.44	 3.29856	 45.7891	 415.274	 9483.02	 82.1796	 12.5052	 145.812	 44.5087	 93.6524	 83.0392	 3.34779	 45.2524	 9.84643	 21.9978	 50.7353	 11.0096	 147.633	 31.9039	 54.5040	 4759.40	 -.04923	 .536682	 405.428	 9461.02	 31.4443	 1.49557	 -1.8214	 12.6048	 39.1484	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3900	 79.4687	 44.2335	 11.1275	 2257.73	 5232.31	 1790.51	 4281.33	 3098.15	 11766.7	 9241.98	 1384.35	 55855.7	 8588.73	 12401.1
     240	 14.2681	 .021653	 .003628	 2.91000	 25.4773	 .024494	 .000000	 .005136	 .043371	 .099292	 57.1471	 19.2612	 .049851	 .004705	 7.81124	 29.7630	 .047187	 .000000	 .012836	 .114526	 .280191	 43.9483	 41.2067	 .083155	 .008890	 10.0491	 49.3560	 .066024	 .000000	 .018761	 .147880	 .356551	 .000004	 101.293	 .025036	 .038884	 .026421	 .039163	 .009602	 .007574	 .014785	 .010425	 .025547	 .035643	 .328071	 41.3420	 265.917	 1.12338	 .229228	 8.58471	 -948.64	 38.9392	 11.8424	 6.96793	 .905913	 .000770	 .000183	 .131766	 .799862	 .003239	 -.00008	 .000175	 .001932	 .003153	 4825.62	 3.98821	 44.4148	 417.681	 9432.58	 82.0399	 10.9308	 151.984	 47.5169	 94.9422	 85.6596	 2.60956	 43.6318	 9.45347	 20.8051	 52.1032	 11.0404	 142.210	 30.9222	 55.8388	 4739.96	 1.37864	 .782990	 408.228	 9411.78	 29.9367	 -.10964	 9.77406	 16.5948	 39.1034	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3875	 79.4862	 44.2348	 11.1275	 2275.28	 5232.25	 1790.49	 4281.15	 3098.12	 11766.8	 9241.76	 1384.40	 55855.9	 8588.57	 12401.2
     241	 18.9680	 .033647	 1.88985	 1.87443	 16.7282	 .293066	 .071753	 .090313	 .050456	 .022366	 59.9779	 26.1264	 .079041	 2.50074	 5.13379	 19.9394	 .576051	 .080899	 .230296	 .135943	 .064398	 47.0630	 55.8937	 .131845	 4.72510	 6.60460	 33.0655	 .806012	 .109050	 .336595	 .175535	 .081948	 -.00001	 101.930	 .023694	 .043113	 .025251	 .037917	 .009909	 .007447	 .014366	 .010520	 .023985	 .035439	 .273468	 29.8063	 1.14080	 1.40232	 .279409	 1.31414	 10.5144	 2.73708	 9.71085	 26.9800	 1.28972	 .001210	 .106995	 .086117	 .539722	 .039300	 .008787	 .003087	 .002282	 .000723	 6832.60	 5.31710	 506.316	 275.562	 6373.31	 412.950	 22.6967	 312.492	 46.5767	 63.8600	 84.5259	 3.15086	 48.2771	 8.76344	 22.4814	 49.7588	 10.5321	 140.043	 26.9802	 54.8979	 6748.07	 2.16623	 458.039	 266.799	 6350.82	 363.191	 12.1646	 172.450	 19.5965	 8.96215	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3900	 78.9524	 43.3188	 11.1275	 3335.46	 5232.18	 1790.47	 4280.96	 3098.08	 11766.8	 9241.55	 1384.45	 55856.1	 8588.40	 12401.3
     242	 18.9986	 .045356	 1.85988	 1.81655	 16.7897	 .287545	 .062842	 .082674	 .049313	 .015561	 59.9919	 26.0454	 .106045	 2.44950	 4.95182	 19.9185	 .562537	 .070519	 .209825	 .132236	 .044593	 46.8523	 55.7203	 .176889	 4.62828	 6.37050	 33.0309	 .787103	 .095058	 .306674	 .170748	 .056746	 -.00001	 101.343	 .023606	 .038883	 .024917	 .038356	 .009295	 .007503	 .014542	 .010629	 .024060	 .035095	 .273845	 21.6390	 1.15202	 1.43080	 .279212	 1.33562	 11.8669	 2.97295	 9.97015	 38.1536	 1.28606	 .001622	 .104817	 .083033	 .540032	 .038365	 .007676	 .002810	 .002219	 .000500	 6812.77	 5.46479	 495.715	 266.201	 6374.36	 405.013	 21.4658	 299.679	 46.1828	 60.0192	 83.9399	 2.56007	 47.0156	 8.96029	 19.8446	 50.4648	 10.8387	 142.702	 27.1279	 53.8145	 6728.83	 2.90472	 448.699	 257.241	 6354.52	 354.548	 10.6272	 156.976	 19.0549	 6.20473	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3900	 78.9465	 43.3019	 11.1275	 3353.37	 5232.12	 1790.45	 4280.77	 3098.05	 11766.9	 9241.34	 1384.50	 55856.3	 8588.24	 12401.4
     243	 19.0018	 .048868	 1.86769	 1.84731	 16.7257	 .285488	 .073136	 .086688	 .036449	 .031159	 59.9957	 26.2280	 .115037	 2.47662	 5.07013	 19.9784	 .562337	 .082633	 .221518	 .098411	 .089904	 47.1759	 56.1111	 .191888	 4.67954	 6.52271	 33.1302	 .786822	 .111387	 .323765	 .127072	 .114405	 .000008	 102.099	 .024053	 .037359	 .025359	 .039700	 .009704	 .007665	 .014514	 .010450	 .024408	 .035196	 .273028	 19.7641	 1.14824	 1.41610	 .279075	 1.34243	 10.4003	 2.81346	 13.0925	 19.4922	 1.29513	 .001760	 .105986	 .085047	 .541006	 .038359	 .008981	 .002969	 .001652	 .001009	 6863.35	 5.51566	 502.372	 273.081	 6387.59	 407.154	 23.1959	 303.859	 42.1084	 66.6372	 87.1320	 2.36384	 48.6877	 9.60322	 21.5740	 52.6721	 10.7619	 138.048	 27.9240	 54.1261	 6776.22	 3.15181	 453.684	 263.478	 6366.02	 354.482	 12.4340	 165.811	 14.1845	 12.5111	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3825	 78.9672	 43.3047	 11.1275	 3374.25	 5232.06	 1790.42	 4280.59	 3098.02	 11767.0	 9241.13	 1384.54	 55856.4	 8588.08	 12401.5
     244	 18.7149	 .163462	 3.04699	 .955776	 8.05409	 7.69230	 1.16618	 .207718	 .026148	 .011172	 59.9613	 24.5828	 .366191	 3.84503	 2.49637	 9.15516	 14.4191	 1.25389	 .505125	 .067185	 .030676	 44.8688	 52.5913	 .610827	 7.26511	 3.21158	 15.1820	 20.1752	 1.69021	 .738277	 .086751	 .039036	 .000000	 101.590	 .023218	 .046283	 .023959	 .036791	 .010394	 .007965	 .014787	 .011252	 .025583	 .035344	 .275629	 9.24647	 .856999	 2.06982	 .422818	 .232872	 1.74429	 1.55881	 19.3191	 55.3620	 1.27216	 .005501	 .177504	 .041816	 .237910	 .995153	 .130117	 .006643	 .001124	 .000346	 6745.10	 13.3461	 810.363	 137.770	 2822.30	 9254.36	 190.343	 525.186	 40.1383	 59.2981	 89.1624	 3.49652	 50.5735	 8.22418	 22.7903	 58.2285	 10.1840	 154.136	 30.4850	 55.0124	 6655.94	 9.84955	 759.789	 129.546	 2799.51	 9196.13	 180.159	 371.050	 9.65331	 4.28567	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3825	 78.5335	 43.8328	 11.1275	 4057.62	 5232.00	 1790.40	 4280.40	 3097.98	 11767.1	 9240.92	 1384.59	 55856.6	 8587.92	 12401.6
     245	 18.6988	 .182955	 2.99748	 .973054	 8.06384	 7.70168	 1.18770	 .212075	 .030002	 .006060	 59.9464	 24.4663	 .408266	 3.76786	 2.53163	 9.13065	 14.3806	 1.27206	 .513716	 .076786	 .016575	 44.6834	 52.3421	 .681011	 7.11930	 3.25694	 15.1414	 20.1214	 1.71471	 .750834	 .099149	 .021092	 .000000	 101.248	 .023667	 .046926	 .025132	 .037985	 .010625	 .008021	 .014612	 .011087	 .026156	 .036603	 .276438	 8.61392	 .872211	 2.06131	 .423725	 .233192	 1.72908	 1.52969	 17.3921	 105.122	 1.26632	 .006135	 .173848	 .042409	 .237093	 .992759	 .131911	 .006757	 .001285	 .000187	 6717.94	 14.5787	 799.678	 140.149	 2813.69	 9232.87	 192.580	 527.113	 42.9007	 61.3236	 92.6583	 3.59537	 55.5726	 8.76678	 23.7786	 59.0718	 9.93036	 149.683	 31.8672	 59.0078	 6625.28	 10.9834	 744.106	 131.382	 2789.91	 9173.80	 182.649	 377.430	 11.0335	 2.31583	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3800	 78.5219	 43.8215	 11.1275	 4073.82	 5231.94	 1790.38	 4280.22	 3097.95	 11767.2	 9240.71	 1384.64	 55856.8	 8587.75	 12401.7
     246	 18.7493	 .180074	 3.04529	 .928009	 8.04518	 7.67443	 1.13994	 .207277	 .021644	 .015944	 59.9929	 24.5979	 .402910	 3.83816	 2.42088	 9.13383	 14.3680	 1.22417	 .503434	 .055543	 .043726	 44.8374	 52.6236	 .672077	 7.25214	 3.11445	 15.1466	 20.1037	 1.65016	 .735806	 .071719	 .055643	 .000008	 101.426	 .023860	 .041480	 .024205	 .037884	 .010546	 .007817	 .015892	 .011029	 .025876	 .035774	 .275719	 8.30699	 .858775	 2.11304	 .423308	 .233264	 1.78137	 1.54876	 23.3246	 39.5987	 1.27332	 .006052	 .177275	 .040549	 .237504	 .991540	 .127087	 .006619	 .000929	 .000493	 6756.08	 13.6429	 810.393	 134.335	 2818.26	 9218.39	 187.750	 517.689	 39.1572	 62.4566	 94.2068	 2.80734	 51.6505	 8.71751	 23.4898	 56.0592	 11.7741	 147.983	 31.1776	 56.3480	 6661.87	 10.8356	 758.743	 125.617	 2794.77	 9162.33	 175.976	 369.706	 7.97957	 6.10865	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3800	 78.5351	 43.8185	 11.1275	 4087.36	 5231.88	 1790.36	 4280.03	 3097.91	 11767.3	 9240.50	 1384.69	 55856.9	 8587.59	 12401.8
"Un   14  CK-6_D1a_(AOI_1) (TKCS): "	 40	 15	 25	 10
"    LINE"	"  Si AT%"	"  Ti AT%"	"  Al AT%"	"  Fe AT%"	"  Mg AT%"	"  Ca AT%"	"  Na AT%"	"  Cr AT%"	"  Mn AT%"	"  Ni AT%"	"   O AT%"	"  Si WT%"	"  Ti WT%"	"  Al WT%"	"  Fe WT%"	"  Mg WT%"	"  Ca WT%"	"  Na WT%"	"  Cr WT%"	"  Mn WT%"	"  Ni WT%"	"   O WT%"	"    SiO2"	"    TiO2"	"   Al2O3"	"     FeO"	"     MgO"	"     CaO"	"    Na2O"	"   Cr2O3"	"     MnO"	"     NiO"	"       O"	"   TOTAL"	"Si CDL99"	"Ti CDL99"	"Al CDL99"	"Fe CDL99"	"Mg CDL99"	"Ca CDL99"	"Na CDL99"	"Cr CDL99"	"Mn CDL99"	"Ni CDL99"	"Si %ERR "	"Ti %ERR "	"Al %ERR "	"Fe %ERR "	"Mg %ERR "	"Ca %ERR "	"Na %ERR "	"Cr %ERR "	"Mn %ERR "	"Ni %ERR "	"Si K-RAW"	"Ti K-RAW"	"Al K-RAW"	"Fe K-RAW"	"Mg K-RAW"	"Ca K-RAW"	"Na K-RAW"	"Cr K-RAW"	"Mn K-RAW"	"Ni K-RAW"	"Si ONCNT"	"Ti ONCNT"	"Al ONCNT"	"Fe ONCNT"	"Mg ONCNT"	"Ca ONCNT"	"Na ONCNT"	"Cr ONCNT"	"Mn ONCNT"	"Ni ONCNT"	"Si OFCNT"	"Ti OFCNT"	"Al OFCNT"	"Fe OFCNT"	"Mg OFCNT"	"Ca OFCNT"	"Na OFCNT"	"Cr OFCNT"	"Mn OFCNT"	"Ni OFCNT"	"Si NECNT"	"Ti NECNT"	"Al NECNT"	"Fe NECNT"	"Mg NECNT"	"Ca NECNT"	"Na NECNT"	"Cr NECNT"	"Mn NECNT"	"Ni NECNT"	"Si ONTIM"	"Ti ONTIM"	"Al ONTIM"	"Fe ONTIM"	"Mg ONTIM"	"Ca ONTIM"	"Na ONTIM"	"Cr ONTIM"	"Mn ONTIM"	"Ni ONTIM"	"Si HITIM"	"Ti HITIM"	"Al HITIM"	"Fe HITIM"	"Mg HITIM"	"Ca HITIM"	"Na HITIM"	"Cr HITIM"	"Mn HITIM"	"Ni HITIM"	"Si LOTIM"	"Ti LOTIM"	"Al LOTIM"	"Fe LOTIM"	"Mg LOTIM"	"Ca LOTIM"	"Na LOTIM"	"Cr LOTIM"	"Mn LOTIM"	"Ni LOTIM"	"Si DETIM"	"Ti DETIM"	"Al DETIM"	"Fe DETIM"	"Mg DETIM"	"Ca DETIM"	"Na DETIM"	"Cr DETIM"	"Mn DETIM"	"Ni DETIM"	" BEAMCUR"	"   X-POS"	"   Y-POS"	"   Z-POS"	" RELDIST"	"Si STDCT"	"Ti STDCT"	"Al STDCT"	"Fe STDCT"	"Mg STDCT"	"Ca STDCT"	"Na STDCT"	"Cr STDCT"	"Mn STDCT"	"Ni STDCT"
     247	 .021477	 .066259	 22.7238	 5.16761	 10.5980	 .001442	 .000317	 4.44471	 .045353	 .095168	 56.8359	 .025987	 .136735	 26.4150	 12.4333	 11.0972	 .002490	 .000314	 9.95657	 .107344	 .240713	 39.1777	 .055596	 .228081	 49.9107	 15.9954	 18.4025	 .003484	 .000423	 14.5523	 .138606	 .306314	 .000004	 99.5934	 .028913	 .042741	 .028951	 .038170	 .012502	 .007609	 .017339	 .010953	 .025832	 .038287	 53.2512	 18.4140	 .321806	 .872579	 .394810	 145.086	 2604.37	 .255060	 12.6241	 8.39773	 .001110	 .002257	 1.14108	 .214798	 .273568	 .000179	 .000030	 .141436	 .001871	 .002778	 99.9371	 7.63706	 4948.25	 674.828	 3248.83	 59.2294	 11.5296	 8070.51	 49.7672	 102.154	 94.1302	 3.59679	 64.6061	 9.41080	 29.6634	 57.5759	 11.4887	 170.323	 33.7030	 67.7050	 5.80685	 4.04027	 4883.64	 665.417	 3219.17	 1.65348	 .040891	 7900.19	 16.0643	 34.4491	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3700	 49.1453	 54.4560	 10.9565	 .000000	 5231.81	 1790.34	 4279.84	 3097.88	 11767.3	 9240.28	 1384.74	 55857.1	 8587.42	 12401.9
     248	 .020661	 .058954	 22.7014	 5.17307	 10.5906	 .000000	 .002784	 4.48214	 .046870	 .088607	 56.8350	 .025020	 .121758	 26.4106	 12.4566	 11.0985	 .000000	 .002760	 10.0486	 .111025	 .224301	 39.2092	 .053528	 .203099	 49.9023	 16.0254	 18.4047	 .000000	 .003720	 14.6868	 .143359	 .285429	 .000004	 99.7084	 .028555	 .043907	 .029657	 .040710	 .012183	 .007697	 .017415	 .010838	 .025561	 .038055	 54.6138	 20.6388	 .322156	 .873641	 .394793	 -163.93	 299.784	 .253795	 12.1433	 8.90638	 .001069	 .002010	 1.14075	 .215199	 .273497	 -.00016	 .000259	 .142755	 .001935	 .002588	 97.3825	 7.39507	 4949.77	 677.351	 3246.47	 57.4400	 11.9308	 8140.58	 49.5994	 98.9597	 91.7907	 3.79612	 67.7369	 10.6982	 28.1270	 58.9009	 11.5717	 166.693	 32.9833	 66.8574	 5.59179	 3.59895	 4882.03	 666.653	 3218.35	 -1.4609	 .359065	 7973.88	 16.6161	 32.1023	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3550	 49.1453	 54.4147	 10.9565	 41.3017	 5231.75	 1790.31	 4279.66	 3097.84	 11767.4	 9240.07	 1384.78	 55857.3	 8587.26	 12402.0
     249	 .022331	 .054171	 22.6693	 5.13384	 10.6715	 .000000	 .000000	 4.46209	 .053176	 .112530	 56.8211	 .027042	 .111882	 26.3735	 12.3623	 11.1834	 .000000	 .000000	 10.0038	 .125964	 .284863	 39.1999	 .057853	 .186626	 49.8323	 15.9040	 18.5455	 .000000	 .000000	 14.6213	 .162650	 .362495	 .000004	 99.6727	 .028780	 .047525	 .029881	 .039889	 .012413	 .007595	 .017376	 .011193	 .026170	 .037281	 50.9762	 23.4568	 .322699	 .876867	 .393500	 -127.53	 -108.43	 .254868	 11.0497	 7.08280	 .001155	 .001847	 1.13844	 .213589	 .275681	 -.00020	 -.00070	 .142079	 .002195	 .003287	 99.1472	 7.74705	 4940.53	 671.921	 3273.28	 55.4182	 10.5597	 8113.68	 53.3942	 104.872	 93.1051	 4.44096	 68.6077	 10.2636	 29.1973	 57.2672	 11.5224	 177.533	 34.5424	 64.1036	 6.04205	 3.30609	 4871.92	 661.658	 3244.08	 -1.8490	 -.96272	 7936.15	 18.8518	 40.7683	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 20.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	 10.0000	1.57E-06	1.42E-06	1.57E-06	1.42E-06	1.49E-06	1.66E-06	1.49E-06	1.66E-06	1.48E-06	1.48E-06	 25.3325	 49.1684	 54.4273	 10.9565	 67.6129	 5231.69	 1790.29	 4279.48	 3097.81	 11767.5	 9239.87	 1384.83	 55857.5	 8587.10	 12402.1
